link,title,agency,housing_type,city,details,rent,charges,rent_info,criteria,energy_rating,gas_rating,description
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/155443675.htm,"Location appartement 2 pièces Toulouse - appartement F2/T2/2 pièces 42,03m² 590€/mois",zaf immobilier,Appartement,Toulouse,"                location appartement 42,03m² toulouse - minimes-barrière de paris            ",590,CC,None,"Surface de 42,03 m² ; Au 3ème étage ; 2 Pièces ; 1 Chambre ; Cuisine aucune ; Séjour ; Calme",227.0,10.0,"Votre agence ZAF IMMOBILIER vous propose: Charmant appartement T2 42m², composé d'un grand séjour avec climatisation réversible et balcon. Cuisine aménagée et équipée (réfrigérateur, plaque, hotte aspirante). Chambre séparée et belle salle d'eau rénovée. Dans une résidence calme et de haut standing avec piscine. Une place de parking sous-sol complète ce lot. Proche métro La Vache et de toutes commodités. Loyer; 530 euros + 60 euros de provisions sur charges. Dépôt de garantie: 530 euros Honoraires charge locataire: 546.39 (dont 126.09 euros pour la réalisation de l'état des lieux)."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/153552255.htm,Location appartement 3 pièces Toulouse - appartement F3/T3/3 pièces 85m² 1650€/mois,eurim,Appartement,Toulouse,                location appartement 85m² toulouse - capitole            ,1650,CC,"
                        Loyer : 1,650 € / mois charges comprises, dont :- Provisions pour charges avec regularisation annuelle : 300 €Honoraires TTC à la charge du locataire : 1,105 €- Dont honoraires TTC réalisation état des lieux : 255 €Dépôt de garantie : 1,350 €
",Ascenseur ; Orientation Ouest ; Vue ; Refait À Neuf ; Surface de 85 m² ; Année de construction 1980 ; Bâtiment de 9 étages ; Au 8ème étage ; 3 Pièces ; 2 Chambres ; Chauffage gaz collectif ; Cuisine aucune ; Interphone,,,"Wilson - Vue exceptionnelle WILSON - Superbe vue panoramique sur Toulouse pour ce grand T3 de 85m² entièrement refait à neuf et offrant une très grande pièce à vivre vitrée sur 2 côtés et climatisée avec cuisine ouverte équipée (plaque, hotte, four, lave-vaisselle, réfrigérateur et congélateur. 2 chambres et deux salles d'eau. Balcon. Ascenseur. 2 parking en sous-sol. Chauffage collectif compris dans les charges."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/amidonniers-caffarelli/155006867.htm,"Location appartement 4 pièces Toulouse - appartement F4/T4/4 pièces 90,7m² 1351€/mois",eurim,Appartement,Toulouse,"                location appartement 90,7m² toulouse - amidonniers-caffarelli            ",1351,CC,"
                        Loyer : 1,351 € / mois charges comprises, dont :- Provisions pour charges avec regularisation annuelle : 80 €Honoraires TTC à la charge du locataire : 1,179.1 €- Dont honoraires TTC réalisation état des lieux : 272.1 €Dépôt de garantie : 1,271.22 €
","Ascenseur ; Orientation Est, Sud ; Vue ; Surface de 90,7 m² ; Bâtiment de 7 étages ; Au 2ème étage ; 4 Pièces ; 3 Chambres ; 1 Salle de bain ; 1 Salle d'eau ; Chauffage individuel électrique ; Cuisine aucune ; Entrée ; Séjour ; Séjour de 33 m²",148.0,7.0,"COMPANS - PLACE DE L'EUROPE Compans-Caffarelli. A deux pas du Jardin Japonais, appartement T4 de 90,70m² entièrement rénové, au 2ème étage avec ascenseur. Grand séjour avec cuisine ouverte donnant sur la Place de l'Europe par de grandes baies vitrées, 3 chambres, une salle de bain et une salle d'eau. Une place de parking en sous-sol. Possibilité de louer une place de stationnement supplémentaire. Proximité immédiate du métro et de toutes les commodités."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/154406029.htm,Location appartement 2 pièces Toulouse - appartement F2/T2/2 pièces 42m² 545€/mois,sporting immobilier,Appartement,Toulouse,                location appartement 42m² toulouse - lalande-grand selve            ,545,CC,None,Ascenseur ; 1 Balcon ; Surface de 42 m² ; Bâtiment de 1 étage ; Au 1er étage ; 2 Pièces ; 1 Chambre ; 1 Salle d'eau ; 1 Toilette ; Toilettes Séparées ; Chauffage gaz ; Cuisine équipée ; Entrée ; Séjour ; Digicode,61.0,14.0,"APT 109
SPORTING IMMOBILIER VOUS OFFRE L INTÉGRALITÉ DES FRAIS D AGENCE.
Au Nord de la ville de Toulouse, la nouvelle résidence Sporting village 9 vous ouvre ses portes.
A 2 minutes du complexe Sporting Village, commerces, loisirs et espaces verts vous assure un confort de vie au quotidien.
Sporting Village 9 est une résidence sécurisée équipée de parking en sous-sol, de caméras de vidéosurveillance, et d'un système d'ouverture par vigik.
Cette dernière met à votre disposition un accès à la salle de sport de la résidence voisine Sporting Village 8, une aire de jeux ainsi qu'un local à vélo.
Situé au premier étage ce superbe T2 de 42m² vous propose une cuisine équipée (meuble sous évier, meubles hauts, hotte, plaque de cuisson vitrocéramique 2 feux et un emplacement four) ouverte sur un séjour lumineux par la présence d'un balcon. Cet appartement est muni d'une chambre, d'une salle d'eau, de WC séparés.
Le loyer de 490,00 euros comprend 55 euros de provision sur charges soumise à une régularisation annuelle.
Dépôt de garantie: 490,00 euros
 127,68 euros pour l'état des lieux d'entrée."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/151016623.htm,Location appartement 3 pièces Toulouse - appartement F3/T3/3 pièces 66m² 685€/mois,cdc habitat,Appartement,Toulouse,                location appartement 66m² toulouse - croix daurade-borderouge-paleficat-trois cocus             ,685,CC,None,Ascenseur ; 1 Balcon ; Orientation Ouest ; Surface de 66 m² ; Année de construction 2012 ; Au 1er étage ; 3 Pièces ; 2 Chambres ; 1 Salle de bain ; Rangements ; Chauffage gaz collectif ; 1 Parking,66.0,15.0,"SANS HONORAIRES. Dans immeuble sécurisée de 2012 en retrait de la rue, venez visiter cet appartement de type 3 de 66m² au 1er étage se composant: d'un séjour avec cuisine aménagée, de 2 chambres dont une avec placards, d'une salle de bains.Ses plus: 1 grand balcon, 1 place de parking en sous-sol et le chauffage/eau chaude inclus dans les charges. Proximité immédiate de la ligne B du métro (Trois cocus) des bus 41 et 61 ainsi que des écoles."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/154860957.htm,Location appartement 3 pièces Toulouse - appartement F3/T3/3 pièces 72m² 1465€/mois,eurim,Appartement,Toulouse,                location appartement 72m² toulouse - capitole            ,1465,CC,"
                        Loyer : 1,465 € / mois charges comprises, dont :- Provisions pour charges avec regularisation annuelle : 65 €Honoraires TTC à la charge du locataire : 936 €- Dont honoraires TTC réalisation état des lieux : 216 €Dépôt de garantie : 1,400 €
","Cheminée ; Orientation Nord, Ouest ; Surface de 72 m² ; Bâtiment de 4 étages ; Au 2ème étage ; 3 Pièces ; 2 Chambres ; 1 Salle d'eau ; 1 Toilette ; Toilettes Séparées ; Parquet ; Rangements ; Chauffage individuel gaz ; Cuisine aucune ; Entrée ; Séjour ; Séjour de 35 m²",,,"Place de la Trinité élégant T3 Place de la Trinité. Superbe T3 de 74.5m² situé dans un bel immeuble ancien. Entrée avec placard, double réception avec cuisine US équipée. Deux chambres de 15m² et 10m² avec placard, salle d'eau avec sèche serviettes, WC indépendant. Nombreux éléments de caractère: moulures, vitraux, cheminée en marbre, parquets à bâtons rompus. Confort: double vitrage, chauffage au gaz et climatisation réversible. Fibre Internet. Disponible. Honoraires de location: 936 euros TTC dont 216 euros TTC d'état des lieux d'entrée."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/155880669.htm,Location appartement 4 pièces Toulouse - appartement F4/T4/4 pièces 71m² 750€/mois,immobiliare,Appartement,Toulouse,                location appartement 71m² toulouse - croix daurade-borderouge-paleficat-trois cocus             ,750,CC,"
                        Loyer : 750 € / mois charges comprises, dont :- Complément de loyer : 0 €- Provisions pour charges avec regularisation annuelle : 60 €Honoraires TTC à la charge du locataire : 745.2 €- Dont honoraires TTC réalisation état des lieux : 120 €Dépôt de garantie : 690 €
",Ascenseur ; 1 Balcon ; Disponibilité : 31/01/2020 ; Surface de 71 m² ; Année de construction 2016 ; Bâtiment de 4 étages ; Au 2ème étage ; Adapté Pmr ; 4 Pièces ; 1 Salle de bain ; 1 Toilette ; Rangements ; Chauffage individuel ; Séjour ; Séjour de 26 m² ; 2 Parkings ; Interphone ; Digicode,,,"TOULOUSE - CROIX DAURADE, Au pied des commerces et des bus, dans résidence neuve sécurisée en BBC, économie d'énergie. Agréable T4 récent traversant avec balcon 10m² sans vis à vis, cuisine aménagée équipée ouverte sur séjour lumineux, nombreux rangements, 2 parkings en sous-sol. Accès rapide périphérique. DISPONIBLE."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/fontaine-bayonne-cartoucherie/155584513.htm,Location Studio Toulouse - 457€/mois - appartement F1/T1/1 pièce 20m²,zaf immobilier,Appartement,Toulouse,                location appartement 20m² toulouse - fontaine bayonne-cartoucherie            ,457,CC,None,1 Terrasse ; Disponibilité : 18/02/2020 ; Surface de 20 m² ; Bâtiment de 5 étages ; Au rez-de-chaussée ; 1 Pièce ; Rangements ; Cuisine aucune ; Séjour ; Calme,159.0,6.0,"PATTE OIE: Agréable studio au calme d'environ 20m² donnant sur une terrasse ensoleillée. Cuisine ouverte et équipée, un grand placard agrémente le séjour, et la salle de bain et les toilettes sont séparés.Une place de parking en sous-sol. Au pied des transports et commerces. Loyer 457.13 euros cc dont 30 euros de charges. Possibilité de louer parking ss-sol en sus (60 euros). HCL 260 euros."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/154435629.htm,Location appartement 3 pièces Toulouse - appartement F3/T3/3 pièces 75m² 790€/mois,barthas immobilier,Appartement,Toulouse,                location appartement 75m² toulouse            ,790,CC,None,1 Balcon ; Surface de 75 m² ; Bâtiment de 7 étages ; Au 5ème étage ; 3 Pièces ; 2 Chambres ; 1 Toilette ; Toilettes Séparées ; Meublé ; Rangements ; Chauffage gaz collectif radiateur ; Cuisine séparée,,,"Métro Jolimont 10 min à pieds, agréable appartement T3 de 75 m² meublé, composé d'une vaste pièce de vie lumineuse ouvrant sur balcon, une cuisine indépendante entièrement aménagée, un dégagement avec rangement, une salle de'eau, WC séparés, 2 chambres. Classe énergie C. Loyer 790 € / mois.
Informations Loi Alur: Honoraires = 670 euros, Statut négociateur: Agent immobilier.(gedeon_25657_20512878)."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/153408045.htm,"Location appartement 4 pièces Toulouse - appartement F4/T4/4 pièces 81,51m² 871€/mois",stlimmo,Appartement,Toulouse,"                location appartement 81,51m² toulouse            ",871,CC,"
                        Loyer : 871 € / mois charges comprises, dont :- Charges forfaitaires : 87 €Honoraires TTC à la charge du locataire : 903 €- Dont honoraires TTC réalisation état des lieux : 0 €Dépôt de garantie : 784 €
","2 Terrasses ; Orientation Est, Ouest, Sud ; Surface de 81,51 m² ; Année de construction 2019 ; Bâtiment de 2 étages ; Au 2ème étage ; Adapté Pmr ; 4 Pièces ; 3 Chambres ; 1 Salle de bain ; 1 Salle d'eau ; 1 Toilette ; Rangements ; Chauffage individuel gaz radiateur ; Cuisine séparée équipée ; 2 Parkings ; Interphone ; Calme",59.0,13.0,"Toulouse -Lardenne / St-Martin du Touch proche rocade et Airbus, beau T4 neuf traversant belles prestations, au 2ème étage/1, coup de coeur, à côté école primaire, au calme, grande pièce à vivre, cuisine équipée avec l'électroménager dont le four donnant sur terrasse, 3 chambres avec placards dont 2 donnant sur terrasse et une chambre avec sa salle d'eau, salle de bain avec sèche serviette et machine à laver, WC séparé, libre, DPE: B/C, loyer: 871EUR (eau comprise), H.AG: 903,17EUR. STL IMMO."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/155685265.htm,"Location Studio Toulouse - 401€/mois - appartement F1/T1/1 pièce 25,96m²",square habitat,Appartement,Toulouse,"                location appartement 25,96m² toulouse - pont des demoiselles-montaudran-la terrasse            ",401,CC,"
                        Loyer : 401 € / mois charges comprises, dont :- Complément de loyer : 0 €- Provisions pour charges avec regularisation annuelle : 55 €Honoraires TTC à la charge du locataire : 337.48 €- Dont honoraires TTC réalisation état des lieux : 77.88 €Dépôt de garantie : 346 €
","Ascenseur ; Gardien ; Disponibilité : 22/02/2020 ; Surface de 25,96 m² ; Année de construction 2012 ; Bâtiment de 1 étage ; Au 2ème étage ; Adapté Pmr ; 1 Pièce ; 1 Toilette ; Rangements ; Chauffage gaz collectif radiateur ; Cuisine coin cuisine ; Entrée",36.0,10.0,"Allée Jean Griffon. Dans résidence BBC de juillet 2012 disposant d'un gardien et d'une laverie, T1 de 25.96 m² au 2ème étage avec ascenseur. Entrée, pièce principale avec kitchenette équipée, salle de douche avec WC. Chauffage eau chaude collectifs inclus dans les charges. Nombreux rangements. A deux pas de l'INP, accès rocade immédiat. Proche toutes commodités (commerces, loisirs, écoles, transports..)."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/153873941.htm,Location appartement 2 pièces Toulouse - appartement F2/T2/2 pièces 46m² 490€/mois,raoux immobilier,Appartement,Toulouse,                location appartement 46m² toulouse - minimes-barrière de paris            ,490,CC,"
                        Loyer : 490 € / mois charges comprises, dont :- Provisions pour charges avec regularisation annuelle : 50 €Honoraires TTC à la charge du locataire : 264 €- Dont honoraires TTC réalisation état des lieux : 80 €Dépôt de garantie : 440 €
",Surface de 46 m² ; Bâtiment de 4 étages ; Au rez-de-chaussée ; 2 Pièces ; 1 Chambre ; 1 Salle d'eau ; 1 Toilette ; Rangements ; Chauffage gaz ; Cuisine séparée ; Entrée ; Situation ville ; Calme,393.0,92.0,"À 3 min du métro Barrière de Paris, Appartement T2 de 46 m² en très bon état situé au rez-de-chaussée d'une résidence calme et sécurisée. Une entrée, une pièce principale, une cuisine indépendante, une chambre et une salle de bains. De nombreux rangements. Parking extérieur, dans la résidence. Loyer: 490.00 euros* Dont provision sur charges: 50 euros par mois (régularisation annuelle) Honoraires charge locataire: 264 euros TTC Frais de visite / dossier / rédaction du bail 184 euros TTC dont honoraires état des lieux: 80 euros TTC Dépôt de garantie: 440 euros."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/purpan-saint-martin-du-touch/153516363.htm,"Location appartement 2 pièces Toulouse - appartement F2/T2/2 pièces 35,64m² 532€/mois",tagerim gestion,Appartement,Toulouse,"                location appartement 35,64m² toulouse - purpan-saint martin du touch            ",532,CC,None,"Ascenseur ; 1 Balcon ; Piscine ; Surface de 35,64 m² ; Année de construction 2015 ; Au 2ème étage ; 2 Pièces ; 1 Chambre ; 1 Salle d'eau ; Parquet ; Chauffage gaz collectif radiateur ; Séjour de 18 m² ; 1 Parking",37.0,8.0,"TOULOUSE (31300) -RÉSIDENCE LES TOITS TOLOSANS - RÉSIDENCE BBC avec piscine - 145 chemin de Tournefeuille - 31100 TOULOUSEA 2 min à pied de la gare TER, qui mène à la station métro Arènes (8 min.) La résidence est à 500m des écoles et commodités. T2 de 35.64 m² au 3e étage. Prestations de qualité: carrelage dans toutes les pièces et parquet dans les chambres, avec Pl aménagés, un balcon de 9.13 m². Chauffage collectif, ascenseur, parking en sous-sol, piscine.. Loyer 532€/mois charges comprises dont 74€ de provisions sur charges soumises à régularisation annuelle.(production d'eau chaude et chauffage comprises dans les charges). Loyer de 532,00 euros par mois charges comprises dont 74,00 euros par mois de provision pour charges (soumis à la régularisation annuelle).
 Les honoraires charge locataire sont de 430,00 euros (soit 12,07 euros/m²) dont 106,92 euros pour état des lieux (soit 3,00 euros/m²)."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/fontaine-lestang-bagatelle-papus-tabar-bordelongue/155820599.htm,Location appartement 2 pièces Toulouse - appartement F2/T2/2 pièces 44m² 525€/mois,immosky,Appartement,Toulouse,                location appartement 44m² toulouse - fontaine lestang-bagatelle-papus-tabar-bordelongue            ,525,CC,None,1 Terrasse ; Surface de 44 m² ; Année de construction 1990 ; Au 3ème étage ; 2 Pièces ; 1 Chambre ; 1 Salle de bain ; 1 Toilette ; Rangements ; Chauffage électrique ; Cuisine équipée ; Séjour ; 1 Parking ; Interphone ; Calme,219.0,9.0,"A LOUER, Toulouse 31100 Rue Jean Mermoz. Au sein d'une résidence récente, appartement T2 de 44 m² au 1er étage sans ascenseur. Séjour prolongé d'une terrasse, chambre avec placard, salle de bains, place de parking privative, à proximité du métro Mermoz. Pour plus d'informations Augustin GILLARDIN, Conseiller spécialiste du secteur, est à votre entière disposition."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-michel-le-busca-empalot-saint-agne/154602707.htm,Location Studio Toulouse - 468€/mois - appartement F1/T1/1 pièce 25m²,immo de france midi-pyrenees,Appartement,Toulouse,                location appartement 25m² toulouse - saint michel-le busca-empalot-saint agne            ,468,CC,None,Surface de 25 m² ; Année de construction 1980 ; Au rez-de-chaussée ; 1 Pièce ; 1 Salle d'eau ; Rangements ; Chauffage individuel électrique ; Cuisine coin cuisine,120.0,30.0,"Toulouse quartier palais de justice au pied du métro ligne B et du tramway dans un bel immeuble T1 bis de 25 m² en rez-de-chaussée, pièce principale lumineuse avec kitchenette équipée séparée par un bar, petit coin nuit avec placard, salle d'eau avec WC. Chauffage électrique. Réf. Annonce: 15637960."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/les-chalets-saint-aubin-saint-etienne/155769091.htm,Location appartement 2 pièces Toulouse - appartement F2/T2/2 pièces 42m² 690€/mois,orpi saint georges,Appartement,Toulouse,                location appartement 42m² toulouse - les chalets-saint aubin-saint etienne            ,690,CC,None,Disponibilité : 15/02/2020 ; Surface de 42 m² ; Au 2ème étage ; 2 Pièces ; 1 Chambre ; 1 Salle de bain ; 1 Toilette ; Rangements ; Chauffage individuel ; Entrée ; Séjour ; Calme,,,"Toulouse Les Chalets T2 meublé au calme.. Nous avons le plaisir de vous présenter à la location ce T2 de 42m² qui se compose d'une entrée, un séjour lumineux avec cuisine ouverte aménagée et équipée, une grande chambre avec rangement et bureau ainsi qu'une salle de bain avec WC (possibilité de disposer la machine à laver).. Proche du métro Jane d'Arc, accès à toute commodités. Coup de coeur assuré / !. Visite virtuelle sur notre site internet: ORPI Saint GEORGES Loyer mensuel 655 euros - Charges locatives 35 euros - Honoraire TTC à la charge du locataire 546 euros dont 126 euros d'honoraires d'état des lieux."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/155675657.htm,Location Studio Toulouse - 650€/mois - appartement F1/T1/1 pièce 31m²,immosky,Appartement,Toulouse,                location appartement 31m² toulouse - minimes-barrière de paris            ,650,CC,None,Ascenseur ; Surface de 31 m² ; Au 2ème étage ; 1 Pièce ; 1 Chambre ; 1 Salle de bain ; 1 Toilette ; Meublé ; Rangements ; Chauffage individuel mixte ; Cuisine américaine équipée ; 1 Box ; Interphone ; Calme,128.0,4.0,"A LOUER, TOULOUSE 31200 / La Vache, Rue Colette. Au sein d'une résidence récente, appartement meublé et entièrement équipé de 31 m² au deuxième étage avec ascenseur. Cuisine aménagée et équipée ouverte sur la pièce de vie, coin nuit, salle de bains avec WC, placard, place parking privative en sous-sol. Pour plus d'informations Augustin GILLARDIN, Conseiller spécialiste du secteur, est à votre entière disposition."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/154602633.htm,Location appartement 3 pièces Toulouse - appartement F3/T3/3 pièces 71m² 820€/mois,immo de france midi-pyrenees,Appartement,Toulouse,                location appartement 71m² toulouse - minimes-barrière de paris            ,820,CC,None,Ascenseur ; 1 Terrasse ; Surface de 71 m² ; Bâtiment de 1 étage ; Au 1er étage ; 3 Pièces ; 2 Chambres ; 1 Salle de bain ; Rangements ; Cuisine équipée ; Entrée ; Séjour,102.0,3.0,"TOULOUSE Minimes, proximité métro ligne B Claude Nougaro, dans une résidence T3 de 70.90 m² situé au 1er étage avec ascenseur, entrée, cuisine équipée, grand séjour lumineux donnant sur une terrasse, 2 chambres avec placard, salle de bains, WC, chauffage électrique, parking sous-sol Réf. Annonce: CE2547893."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/155647655.htm,Location appartement 2 pièces Toulouse - appartement F2/T2/2 pièces 47m² 625€/mois,,Appartement,Toulouse,                location appartement 47m² toulouse - côte pavée-l hers-la terrasse            ,625,CC,"
                        Loyer : 625 € / mois charges comprises, dont :- Complément de loyer : 0 €- Provisions pour charges avec regularisation annuelle : 60 €Honoraires TTC à la charge du locataire : 518.67 €- Dont honoraires TTC réalisation état des lieux : 118.65 €Dépôt de garantie : 565 €
",Ascenseur ; 1 Balcon ; Orientation Nord ; Surface de 47 m² ; Année de construction 2008 ; Bâtiment de 4 étages ; Au 1er étage ; 2 Pièces ; 1 Chambre ; 1 Salle d'eau ; 1 Toilette ; Rangements ; Chauffage individuel électrique radiateur ; Cuisine séparée équipée ; Séjour ; Séjour de 22 m² ; 1 Parking ; Interphone,189.0,8.0,"COTE PAVÉE- CAMILLE PUJOL, à proximité immédiate des commerces et commodités de l'avenue Camille Pujol, dans une résidence de standing de 2008, découvrez ce spacieux et lumineux T2 en étage avec ascenseur. Cuisine indépendante aménagée et équipée (hotte, plaques). Séjour donnant sur balcon. Chambre avec placard. Cet appartement dispose également d'une place de parking en sous-sol.. DPE: D."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/154525077.htm,"Location Studio Toulouse - 420€/mois - appartement F1/T1/1 pièce 21,37m²",le service immobilier,Appartement,Toulouse,"                location appartement 21,37m² toulouse - pont des demoiselles-montaudran-la terrasse            ",420,CC,"
                        Loyer : 420 € / mois charges comprises, dont :- Provisions pour charges avec regularisation annuelle : 35 €Honoraires TTC à la charge du locataire : 277.81 €- Dont honoraires TTC réalisation état des lieux : 64.11 €Dépôt de garantie : 385 €
","Vue ; Surface de 21,37 m² ; Bâtiment de 3 étages ; Au 3ème étage ; 1 Pièce ; 1 Salle de bain ; 1 Toilette ; Chauffage individuel électrique radiateur ; Cuisine coin cuisine ; Calme",215.0,10.0,"TOULOUSE - Saint EXUPERY. Studio offrant 21.37 m² habitables avec kitchenette séparée, dans résidence fermée et calme. Dernier étage sans ascenseur avec vue dégagée.
 Loyer: 385 EUR, Provisions sur charges: 35 EUR, Honoraires d'agence: 213.70 EUR, Honoraires d'état des lieux: 64.11 EUR, Dépôt de Garantie: 385 EUR.
 Proposé par l'agence Le Service Immobilier spécialiste en location et gestion immobilière."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/155675659.htm,Location Studio Toulouse - 600€/mois - appartement F1/T1/1 pièce 34m²,immosky,Appartement,Toulouse,                location appartement 34m² toulouse - croix daurade-borderouge-paleficat-trois cocus             ,600,CC,None,Surface de 34 m² ; Au 2ème étage ; 1 Pièce ; 1 Salle de bain ; 1 Toilette ; Meublé ; Rangements ; Chauffage individuel gaz ; Cuisine américaine équipée ; 1 Parking ; Interphone ; Calme,165.0,38.0,"A LOUER, TOULOUSE 31200 / Croix Daurade, Rue Auguste Renoir. Au sein d'une résidence récente, appartement meublé et entièrement équipé de 34 m² au deuxième et dernier étage. Cuisine aménagée et équipée ouverte sur la pièce de vie, salle de bains avec WC, placard, place parking privative en aérien. Pour plus d'informations Augustin GILLARDIN, Conseiller spécialiste du secteur, est à votre entière disposition."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/152787689.htm,Location appartement 2 pièces Toulouse - appartement F2/T2/2 pièces 39m² 577€/mois,,Appartement,Toulouse,                location appartement 39m² toulouse - côte pavée-l hers-la terrasse            ,577,CC,"
                        Loyer : 577 € / mois charges comprises, dont :- Complément de loyer : 0 €- Provisions pour charges avec regularisation annuelle : 43 €Honoraires TTC à la charge du locataire : 490.57 €- Dont honoraires TTC réalisation état des lieux : 112.22 €Dépôt de garantie : 517 €
",Ascenseur ; Orientation Ouest ; Surface de 39 m² ; Année de construction 1993 ; Bâtiment de 3 étages ; Au 1er étage ; 2 Pièces ; 1 Chambre ; 1 Salle de bain ; 1 Toilette ; Rangements ; Chauffage individuel électrique radiateur ; Cuisine équipée ; Séjour de 18 m² ; 1 Parking ; Interphone,264.0,11.0,"COTE PAVÉE, à deux pas du Caousou, proche des commerces et des transports, dans une petite résidence sécurisée et bien entretenue, appartement de type 2 en excellent état. Pièce principale lumineuse ouvrant sur balcon. Cuisine ouverte aménagée et équipée. Chambre séparée avec placard. Double vitrage. Place de parking couverte. Libre de suite DPE: E."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/153951297.htm,"Location appartement 3 pièces Toulouse - appartement F3/T3/3 pièces 60,83m² 700€/mois",amplitude immobilier,Appartement,Toulouse,"                location appartement 60,83m² toulouse - côte pavée-l hers-la terrasse            ",700,CC,None,"Ascenseur ; 1 Balcon ; Surface de 60,83 m² ; Au 2ème étage ; 3 Pièces ; 2 Chambres ; 1 Salle de bain ; 1 Toilette ; Toilettes Séparées ; Rangements ; Chauffage individuel ; Entrée ; Séjour",,,"TOULOUSE - Avenue Jean Chaubet, proche de toutes commodités et commerces, un appartement T3 de 60.83m² dans une résidence neuve, au deuxième étage, comprenant une entrée, un séjour avec une cuisine ouverte donnant accès à un balcon de 9.93m², deux chambres avec placards, une salle de bains et un WC séparé.. Une place de parking en sous-sol vient compléter le bien.. Ce bien est disponible dès à présent. Loyer mensuel 630 euros - Charges locatives 70 euros - Honoraire TTC à la charge du locataire 608 euros dont 182 euros d'honoraires d'état des lieux."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/155099093.htm,Location appartement 4 pièces Toulouse - appartement F4/T4/4 pièces 77m² 837€/mois,immosky,Appartement,Toulouse,                location appartement 77m² toulouse - lalande-grand selve            ,837,CC,None,1 Terrasse ; Surface de 77 m² ; Année de construction 2014 ; Bâtiment de 2 étages ; Au 2ème étage ; 4 Pièces ; 3 Chambres ; 1 Salle de bain ; 1 Toilette ; Rangements ; Chauffage individuel gaz ; Cuisine séparée ; Séjour ; 2 Boxes ; Digicode ; Calme,50.0,11.0,"A LOUER, Toulouse 31200, Chemin de Croix Bénite, au sein d'une résidence récente BBC, appartement de type T4 de 77 m² au deuxième et dernier étage avec une terrasse de 40 m². Vaste séjour lumineux, cuisine séparée, 3 chambres avec placard, salle de bains, WC, 2 parkings en sous-sol. Pour plus d'informations Augustin GILLARDIN, Conseiller spécialiste du secteur, est à votre entière disposition."
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/155281701.htm,Location appartement 2 pièces Toulouse - appartement F2/T2/2 pièces 50m² 703€/mois,,Appartement,Toulouse,                location appartement 50m² toulouse - capitole            ,703,CC,"
                        Loyer : 703 € / mois charges comprises, dont :- Complément de loyer : 0 €- Provisions pour charges avec regularisation annuelle : 43 €Honoraires TTC à la charge du locataire : 606.18 €- Dont honoraires TTC réalisation état des lieux : 138.67 €Dépôt de garantie : 660.32 €
","Ascenseur ; 1 Balcon ; Orientation Ouest, Sud ; Disponibilité : 10/02/2020 ; Surface de 50 m² ; Année de construction 1994 ; Bâtiment de 6 étages ; Au 1er étage ; 2 Pièces ; 1 Chambre ; 1 Salle de bain ; 1 Toilette ; Chauffage individuel électrique radiateur ; Cuisine américaine équipée ; Séjour de 20 m² ; 1 Parking ; Interphone ; Calme",241.0,12.0,"Compans Caffarelli, à cinq minutes à pied du métro, dans une résidence de standing, esprit contemporain pour ce vaste appartement T2 en excellent état avec de belles prestations. Cuisine américaine aménagée et équipée. Balcon. Environnement très calme. Possibilité de louer un parking en sus (60 euros). Classe énergie: C."
